"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"product_id=9999999 is a positive integer but does not exist in the catalogue. Server must look it up and return a meaningful error — not silently succeed or crash with a 5xx.","481","TC_C05_NonExistentProductId","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:26 UTC 2026","passed","Tue May 26 01:58:26 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C05_NonExistentProductId"
"Deep-validates every entry inside every filter's values array. Asserts key, label, and value are non-null, and that value (product count) is a non-negative integer. Prevents UI rendering crashes from null option data.","50","TC_F03_VerifyFilterValuesStructure","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:12 UTC 2026","passed","Tue May 26 01:58:12 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F03_VerifyFilterValuesStructure"
"Parameterised negative test: each row in DeleteCartInvalidData.json contains an invalid combination (non-existent product, negative product_id, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","490","TC_D21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:59:20 UTC 2026","passed","Tue May 26 01:59:20 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D21_DataDriven_InvalidData"
"Adds two distinct products to the cart, then deletes only the first one. Asserts the first product is absent and the second product still exists in data.products. Validates that the delete operation is targeted and does not accidentally clear unrelated cart lines.","2126","TC_D03_DeleteOneProductOtherStaysInCart","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:59:05 UTC 2026","passed","Tue May 26 01:59:07 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D03_DeleteOneProductOtherStaysInCart"
"Parameterised positive test: each row in UpdateCartData.json provides a product id and quantity. ensureInCart() is called per row to guarantee the product is present. Every combination must return error_code=0 with a non-null data block.","1822","TC_U20_DataDriven_ValidData","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:55 UTC 2026","passed","Tue May 26 01:58:57 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U20_DataDriven_ValidData"
"Parameterised negative test: each row in UpdateCartInvalidData.json contains an invalid combination (non-existent product, negative qty, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","577","TC_U21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:59:00 UTC 2026","failed","Tue May 26 01:59:01 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U21_DataDriven_InvalidData"
"product_id=-999 is an impossible value. Server must reject it with error_code != 0 and a non-empty error_message. Must not 5xx.","473","TC_D05_NegativeProductId","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:59:08 UTC 2026","passed","Tue May 26 01:59:08 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D05_NegativeProductId"
"Verifies the user-facing confirmation message is present after a successful update. A blank alert_message would leave the user without visual feedback that the cart changed.","1046","TC_U03_SuccessAlertMessage","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:37 UTC 2026","failed","Tue May 26 01:58:38 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U03_SuccessAlertMessage"
"Parameterised negative test: each row in SearchInvalidData.json contains a keyword that must produce 0 matching products (gibberish strings, impossible combinations). Server must still return error_code=0 with an empty result set — not an error.","426","TC_S21_DataDriven_InvalidKeywords","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:09 UTC 2026","passed","Tue May 26 01:58:09 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S21_DataDriven_InvalidKeywords"
"Adding to cart is a transactional write operation triggered by user intent. Latency above 3000ms causes perceived cart abandonment and is a regression indicator.","465","TC_C11_AddToCartResponseTime","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:30 UTC 2026","passed","Tue May 26 01:58:30 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C11_AddToCartResponseTime"
"Sends a delete request with no session cookies. An unauthenticated delete that succeeds is a critical authorisation bypass — any anonymous caller could empty another user's cart. Must return 401/403/302 or HTTP 200 with error_code != 0.","388","TC_D11_UnauthenticatedRequest","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:59:15 UTC 2026","passed","Tue May 26 01:59:15 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D11_UnauthenticatedRequest"
"Parameterised negative test: each row in AddToCartInvalidData.json contains an invalid combination (non-existent id, zero qty, negative qty, etc.). Every row must produce HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","408","TC_C21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:33 UTC 2026","passed","Tue May 26 01:58:33 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C21_DataDriven_InvalidData"
"Cross-feature integration flow:
  Step 1 — GET /filters for 'SON MOI' to retrieve available filter keys.
  Step 2 — Pick the first filter that has at least one value option.
  Step 3 — GET /search with that filter key=value appended as a query param.
Asserts the filtered search returns a valid 200 response with a non-null product list. Validates that filter keys returned by /filters are actually accepted by /search.","538","TC_F11_FilterKeyAppliedToSearchReturnsResults","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:15 UTC 2026","passed","Tue May 26 01:58:15 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F11_FilterKeyAppliedToSearchReturnsResults"
"product_id=-999 is an impossible value. The server must reject it with error_code != 0 and a non-empty error_message. A 5xx here would indicate the server is not sanitising the input.","418","TC_C04_NegativeProductId","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:25 UTC 2026","passed","Tue May 26 01:58:26 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C04_NegativeProductId"
"Parameterised negative test: each row in AddToCartInvalidData.json contains an invalid combination (non-existent id, zero qty, negative qty, etc.). Every row must produce HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","509","TC_C21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:32 UTC 2026","failed","Tue May 26 01:58:33 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C21_DataDriven_InvalidData"
"Filter data is loaded when the user first opens the search/listing page. Slow filter responses directly delay page load. Must complete within 3000ms.","40","TC_F13_FilterResponseTime","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:15 UTC 2026","passed","Tue May 26 01:58:15 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F13_FilterResponseTime"
"product_id=9999999 is a positive integer that does not exist. Server must look it up, fail gracefully, and return error_code != 0.","451","TC_U07_NonExistentProductId","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:45 UTC 2026","passed","Tue May 26 01:58:45 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U07_NonExistentProductId"
"Verifies the user-facing confirmation message is present and non-empty after a successful delete. A blank alert_message gives the user no feedback that the item was removed.","1178","TC_D04_SuccessAlertMessage","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:59:07 UTC 2026","failed","Tue May 26 01:59:08 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D04_SuccessAlertMessage"
"Sends an unrecognised platform value ('desktop'). The server must reject it with a client error or fall back gracefully — never with a 5xx that would indicate an unhandled exception.","426","TC_F09_InvalidPlatformNoServerError","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:14 UTC 2026","passed","Tue May 26 01:58:14 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F09_InvalidPlatformNoServerError"
"Sends the same concept keyword in Vietnamese Unicode ('son môi' with diacritic). Verifies the API handles UTF-8 encoded queries without a 4xx/5xx response and returns a parseable JSON body with products_total present.","584","TC_S06_VietnameseUnicodeKeyword","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:03 UTC 2026","passed","Tue May 26 01:58:03 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S06_VietnameseUnicodeKeyword"
"Parameterised negative test: each row in AddToCartInvalidData.json contains an invalid combination (non-existent id, zero qty, negative qty, etc.). Every row must produce HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","481","TC_C21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:32 UTC 2026","failed","Tue May 26 01:58:32 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C21_DataDriven_InvalidData"
"Full user journey through three endpoints:
  Step 1 — GET /filters for 'SON MOI': asserts filters are returned.
  Step 2 — GET /search for 'SON MOI': retrieves product list and picks first id.
  Step 3 — POST /add-to-cart with the first search result id.
Validates the complete upstream dependency chain — a search-result product id must be valid and addable to cart without any intermediate manual step.","1564","TC_C09_E2E_FilterSearchAddToCart","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:28 UTC 2026","passed","Tue May 26 01:58:29 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C09_E2E_FilterSearchAddToCart"
"Smoke test: a known valid keyword must produce error_code=0 and a non-empty data.filter list. Fails fast if the filter endpoint is down or returning an empty response for all inputs.","447","TC_F01_GetFiltersWithValidKeyword","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:12 UTC 2026","passed","Tue May 26 01:58:12 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F01_GetFiltersWithValidKeyword"
"qty=0 is a boundary value: some implementations treat it as a delete. Either interpretation is acceptable (error_code 0 or non-zero), but a 5xx is not. error_code must always be present in the response.","1782","TC_U09_ZeroQuantity","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:46 UTC 2026","passed","Tue May 26 01:58:48 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U09_ZeroQuantity"
"Parameterised negative test: each row in AddToCartInvalidData.json contains an invalid combination (non-existent id, zero qty, negative qty, etc.). Every row must produce HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","415","TC_C21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:32 UTC 2026","passed","Tue May 26 01:58:32 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C21_DataDriven_InvalidData"
"Iterates every item in data.products and asserts that the five mandatory display fields (id, sku, name, price, image) are all non-null, and that id is a positive integer. Catches field removal or renaming regressions.","510","TC_S02_VerifyProductFieldsAndIdPositive","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:01 UTC 2026","passed","Tue May 26 01:58:02 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S02_VerifyProductFieldsAndIdPositive"
"Parameterised positive test: each row in UpdateCartData.json provides a product id and quantity. ensureInCart() is called per row to guarantee the product is present. Every combination must return error_code=0 with a non-null data block.","1020","TC_U20_DataDriven_ValidData","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:58 UTC 2026","passed","Tue May 26 01:58:59 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U20_DataDriven_ValidData"
"Parameterised negative test: each row in DeleteCartInvalidData.json contains an invalid combination (non-existent product, negative product_id, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","532","TC_D21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:59:21 UTC 2026","passed","Tue May 26 01:59:21 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D21_DataDriven_InvalidData"
"Parameterised positive test: each row in FilterData.json supplies a keyword and platform value. Asserts error_code=0, non-empty filter list, and all items have key, name, and values fields. Covers category keywords, brand keywords, and both platform types in bulk.","478","TC_F20_DataDriven_ValidFilters","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:16 UTC 2026","failed","Tue May 26 01:58:17 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F20_DataDriven_ValidFilters"
"quantity_selected=-1 is semantically invalid for a cart quantity. Server must reject it with error_code != 0 and must not apply a negative quantity that would corrupt cart totals.","1952","TC_U10_NegativeQuantity","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:48 UTC 2026","failed","Tue May 26 01:58:50 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U10_NegativeQuantity"
"Verifies the login endpoint is fully stateless on ingress — a brand-new client (no cookies at all) must be able to authenticate and receive a usable verify_token in the response.","477","TC_L05_LoginRequiresNoCookieButReturnsSession","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:57:53 UTC 2026","passed","Tue May 26 01:57:54 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L05_LoginRequiresNoCookieButReturnsSession"
"Collects sort_order values from all filter items into a Set and asserts no duplicates exist. Duplicate sort_order causes non-deterministic UI rendering order and is a data integrity bug.","44","TC_F04_SortOrderIsUnique","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:12 UTC 2026","passed","Tue May 26 01:58:12 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F04_SortOrderIsUnique"
"Data-driven: each row in LoginInvalidData.json (wrong password, empty fields, unknown username, special chars) must produce error_code != 0 and null verify_token. Covers all credential failure modes in one parameterised test.","445","TC_L03_LoginWithInvalidCredentials","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:57:51 UTC 2026","passed","Tue May 26 01:57:52 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L03_LoginWithInvalidCredentials"
"When the same product is added a second time, the server may either merge the quantity (products_total stays the same) or treat it as a second line item (products_total increments). Either behaviour is acceptable, but products_total must never decrease — that would indicate a cart state corruption bug.","1677","TC_C03_AddSameProductTwiceCartTotalNonDecreasing","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:24 UTC 2026","passed","Tue May 26 01:58:25 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C03_AddSameProductTwiceCartTotalNonDecreasing"
"Ensure the remember flag does not break authentication. A short-lived session should still return a valid verify_token.","500","TC_L02_LoginWithRememberFalse","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:57:50 UTC 2026","failed","Tue May 26 01:57:50 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L02_LoginWithRememberFalse"
"Core smoke test: adding a known valid product with qty=1 must return error_code=0, a positive cart_id, and products_total >= 1. This is the fundamental happy-path assertion for the entire cart feature.","1190","TC_C01_AddValidProduct","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:22 UTC 2026","passed","Tue May 26 01:58:23 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C01_AddValidProduct"
"Attempts to update quantity for a product that is valid but almost certainly not present in the test user's cart. Server must detect the missing cart line and return error_code != 0 rather than silently succeeding.","443","TC_U08_ProductNotInCart","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:45 UTC 2026","passed","Tue May 26 01:58:46 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U08_ProductNotInCart"
"Login is on the critical path for all authenticated features. A response exceeding 3000ms is considered a performance regression.","485","TC_L08_LoginResponseTime","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:57:59 UTC 2026","passed","Tue May 26 01:57:59 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L08_LoginResponseTime"
"Tests two invalid quantity values together to avoid duplication:
  (a) qty=0: boundary value; server behaviour may vary — no 5xx required.
  (b) qty=-1: invalid; if HTTP 200, error_code must be non-zero.","3035","TC_D09_InvalidQuantity","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:59:10 UTC 2026","failed","Tue May 26 01:59:13 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D09_InvalidQuantity"
"Core smoke test: increasing quantity from 1 to 2 must return error_code=0 and a non-null data block. Verifies the update endpoint is reachable and functional.","1691","TC_U01_UpdateToQty2","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:35 UTC 2026","passed","Tue May 26 01:58:36 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U01_UpdateToQty2"
"Sends size=5 and verifies the server honours the cap. Prevents regressions where the size param is silently ignored and the server falls back to a default large page.","89","TC_S05_CustomPageSizeRespected","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:03 UTC 2026","passed","Tue May 26 01:58:03 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S05_CustomPageSizeRespected"
"Parameterised negative test: each row in DeleteCartInvalidData.json contains an invalid combination (non-existent product, negative product_id, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","491","TC_D21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:59:22 UTC 2026","passed","Tue May 26 01:59:22 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D21_DataDriven_InvalidData"
"Sends 5 consecutive bad-password requests for a valid username, then verifies the account is NOT locked by attempting a correct login afterward. Ensures the API does not produce false lockouts from failed test runs.","4441","TC_L06_RepeatedInvalidPasswordDoesNotLockValidLogin","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:57:54 UTC 2026","failed","Tue May 26 01:57:58 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L06_RepeatedInvalidPasswordDoesNotLockValidLogin"
"Parameterised positive test: each row in SearchData.json supplies a keyword, pagination params, and an expectedMin product count. Asserts error_code=0, products_total >= expectedMin, and list size <= requested size. Covers diverse keyword types (brand names, categories, short strings) in bulk.","487","TC_S20_DataDriven_ValidKeywords","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:06 UTC 2026","passed","Tue May 26 01:58:06 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S20_DataDriven_ValidKeywords"
"Data-driven: each row in LoginInvalidData.json (wrong password, empty fields, unknown username, special chars) must produce error_code != 0 and null verify_token. Covers all credential failure modes in one parameterised test.","485","TC_L03_LoginWithInvalidCredentials","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:57:51 UTC 2026","passed","Tue May 26 01:57:51 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L03_LoginWithInvalidCredentials"
"A search that matches zero products should still return HTTP 200 with error_code=0 but an empty products list and products_total=0. Ensures no false error is raised for valid requests with no matches.","412","TC_S08_NonExistentKeywordReturnsEmpty","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:04 UTC 2026","passed","Tue May 26 01:58:04 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S08_NonExistentKeywordReturnsEmpty"
"Parameterised positive test: each row in DeleteCartData.json provides a product id and quantity. ensureInCart() is called per row before the delete. Every combination must return error_code=0 and the deleted product must be absent from the remaining data.products list.","1088","TC_D20_DataDriven_ValidData","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:59:18 UTC 2026","passed","Tue May 26 01:59:19 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D20_DataDriven_ValidData"
"Cart updates are triggered by the user changing the quantity stepper. Slow responses here cause UI spinner delays on a high-interaction component. Must complete within 3000ms.","1003","TC_U15_UpdateCartResponseTime","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:54 UTC 2026","passed","Tue May 26 01:58:55 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U15_UpdateCartResponseTime"
"Tests the upper boundary of quantity. The server may accept qty=999 (stock check permitting) or reject it with error_code != 0, but must never crash with a 5xx. error_code must always be present.","1084","TC_U05_LargeQuantity","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:43 UTC 2026","passed","Tue May 26 01:58:45 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U05_LargeQuantity"
"An empty string 'q' param is a boundary input. The server must handle it gracefully (200 or 4xx) and must never crash (5xx).","413","TC_F08_EmptyKeywordNoServerError","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:13 UTC 2026","passed","Tue May 26 01:58:14 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F08_EmptyKeywordNoServerError"
"Performs four consecutive updates on the same product (qty: 1→2→3→5). Each update must independently succeed with error_code=0. Validates there is no session-level state that blocks repeated updates.","5124","TC_U04_SequentialUpdates","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:58:38 UTC 2026","passed","Tue May 26 01:58:43 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U04_SequentialUpdates"
"Parameterised negative test: each row in UpdateCartInvalidData.json contains an invalid combination (non-existent product, negative qty, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","411","TC_U21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Tue May 26 01:59:01 UTC 2026","passed","Tue May 26 01:59:01 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U21_DataDriven_InvalidData"
