"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Iterates every item in data.products and asserts that the five mandatory display fields (id, sku, name, price, image) are all non-null, and that id is a positive integer. Catches field removal or renaming regressions.","491","TC_S02_VerifyProductFieldsAndIdPositive","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:54 UTC 2026","passed","Mon May 25 14:56:55 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S02_VerifyProductFieldsAndIdPositive"
"Verifies the user-facing confirmation message is present and contains success-indicating text ('thành công', 'added', or 'success'). A blank or missing alert_message would leave the user without visual feedback.","472","TC_C02_SuccessAlertMessage","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:13 UTC 2026","passed","Mon May 25 14:57:13 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C02_SuccessAlertMessage"
"Tests two invalid quantity values together to avoid duplication:
  (a) qty=0: boundary value; server behaviour may vary — no 5xx required.
  (b) qty=-1: invalid; if HTTP 200, error_code must be non-zero.","2342","TC_D09_InvalidQuantity","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:55 UTC 2026","failed","Mon May 25 14:57:57 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D09_InvalidQuantity"
"Sends size=5 and verifies the server honours the cap. Prevents regressions where the size param is silently ignored and the server falls back to a default large page.","55","TC_S05_CustomPageSizeRespected","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:56 UTC 2026","passed","Mon May 25 14:56:56 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S05_CustomPageSizeRespected"
"Tests the upper boundary of quantity. The server may accept qty=999 (stock check permitting) or reject it with error_code != 0, but must never crash with a 5xx. error_code must always be present.","870","TC_U05_LargeQuantity","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:31 UTC 2026","passed","Mon May 25 14:57:31 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U05_LargeQuantity"
"Sends a valid session but with a tampered form_key (CSRF token). Related to SEC-001 — if server ignores the CSRF check, the update may succeed even with an invalid token. Test must not 5xx; documents the finding in logs.","417","TC_U13_InvalidCsrfToken","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:37 UTC 2026","passed","Mon May 25 14:57:37 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U13_InvalidCsrfToken"
"Login is on the critical path for all authenticated features. A response exceeding 3000ms is considered a performance regression.","480","TC_L08_LoginResponseTime","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:52 UTC 2026","passed","Mon May 25 14:56:53 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L08_LoginResponseTime"
"qty=0 is a boundary value: some implementations treat it as a delete. Either interpretation is acceptable (error_code 0 or non-zero), but a 5xx is not. error_code must always be present in the response.","1055","TC_U09_ZeroQuantity","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:33 UTC 2026","passed","Mon May 25 14:57:34 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U09_ZeroQuantity"
"When the has_meta_data=1 flag is set, the response must include data.meta_data.products_total, a non-empty sort_params list, and the is_redirect flag. Ensures the meta block is not accidentally stripped.","160","TC_S03_MetaFieldsPresentWithFlag","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:55 UTC 2026","passed","Mon May 25 14:56:55 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S03_MetaFieldsPresentWithFlag"
"Ensure the remember flag does not break authentication. A short-lived session should still return a valid verify_token.","508","TC_L02_LoginWithRememberFalse","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:44 UTC 2026","failed","Mon May 25 14:56:44 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L02_LoginWithRememberFalse"
"Filter data is loaded when the user first opens the search/listing page. Slow filter responses directly delay page load. Must complete within 3000ms.","38","TC_F13_FilterResponseTime","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:08 UTC 2026","passed","Mon May 25 14:57:08 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F13_FilterResponseTime"
"Parameterised positive test: each row in SearchData.json supplies a keyword, pagination params, and an expectedMin product count. Asserts error_code=0, products_total >= expectedMin, and list size <= requested size. Covers diverse keyword types (brand names, categories, short strings) in bulk.","584","TC_S20_DataDriven_ValidKeywords","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:00 UTC 2026","passed","Mon May 25 14:57:00 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S20_DataDriven_ValidKeywords"
"Sends an update request with no session cookies. The server must deny the operation (401/403/302) or return HTTP 200 with error_code != 0. A successful unauthenticated update is a critical authorisation bypass bug.","404","TC_U12_UnauthenticatedRequest","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:36 UTC 2026","passed","Mon May 25 14:57:37 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U12_UnauthenticatedRequest"
"Parameterised negative test: each row in AddToCartInvalidData.json contains an invalid combination (non-existent id, zero qty, negative qty, etc.). Every row must produce HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","417","TC_C21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:22 UTC 2026","passed","Mon May 25 14:57:22 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C21_DataDriven_InvalidData"
"Parameterised negative test: each row in DeleteCartInvalidData.json contains an invalid combination (non-existent product, negative product_id, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","462","TC_D21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:58:06 UTC 2026","passed","Mon May 25 14:58:07 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D21_DataDriven_InvalidData"
"Verifies the user-facing confirmation message is present and non-empty after a successful delete. A blank alert_message gives the user no feedback that the item was removed.","1100","TC_D04_SuccessAlertMessage","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:51 UTC 2026","failed","Mon May 25 14:57:52 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D04_SuccessAlertMessage"
"A keyword that matches no products should return error_code=0 with an empty or null filter list — not an error code. Verifies the API treats 'no filters' as a valid empty state.","719","TC_F07_NonExistentKeywordReturnsEmptyFilters","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:06 UTC 2026","passed","Mon May 25 14:57:06 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F07_NonExistentKeywordReturnsEmptyFilters"
"Adding to cart is a transactional write operation triggered by user intent. Latency above 3000ms causes perceived cart abandonment and is a regression indicator.","468","TC_C11_AddToCartResponseTime","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:18 UTC 2026","passed","Mon May 25 14:57:19 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C11_AddToCartResponseTime"
"Parameterised positive test: each row in FilterData.json supplies a keyword and platform value. Asserts error_code=0, non-empty filter list, and all items have key, name, and values fields. Covers category keywords, brand keywords, and both platform types in bulk.","441","TC_F20_DataDriven_ValidFilters","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:09 UTC 2026","failed","Mon May 25 14:57:10 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F20_DataDriven_ValidFilters"
"Parameterised negative test: each row in AddToCartInvalidData.json contains an invalid combination (non-existent id, zero qty, negative qty, etc.). Every row must produce HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","424","TC_C21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:20 UTC 2026","passed","Mon May 25 14:57:21 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C21_DataDriven_InvalidData"
"Tests three missing-field scenarios in one test:
  (a) empty body '{}'
  (b) missing product_id (only quantity_selected provided)
  (c) missing quantity_selected (only product_id provided)
All must return HTTP < 500. Validates required-field input checking.","1565","TC_D10_PartialBody","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:57 UTC 2026","passed","Mon May 25 14:57:59 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D10_PartialBody"
"Validates the success response structure against AddToCartSchema.json. Ensures field names, types (cart_id as long, products_total as int), and required fields are preserved across deployments.","476","TC_C10_AddToCartResponseSchema","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:18 UTC 2026","passed","Mon May 25 14:57:18 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C10_AddToCartResponseSchema"
"Parameterised negative test: each row in UpdateCartInvalidData.json contains an invalid combination (non-existent product, negative qty, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","516","TC_U21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:44 UTC 2026","failed","Mon May 25 14:57:45 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U21_DataDriven_InvalidData"
"Parameterised positive test: each row in DeleteCartData.json provides a product id and quantity. ensureInCart() is called per row before the delete. Every combination must return error_code=0 and the deleted product must be absent from the remaining data.products list.","964","TC_D20_DataDriven_ValidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:58:03 UTC 2026","failed","Mon May 25 14:58:04 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D20_DataDriven_ValidData"
"Parameterised negative test: each row in DeleteCartInvalidData.json contains an invalid combination (non-existent product, negative product_id, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","563","TC_D21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:58:05 UTC 2026","passed","Mon May 25 14:58:06 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D21_DataDriven_InvalidData"
"Verifies the login endpoint is fully stateless on ingress — a brand-new client (no cookies at all) must be able to authenticate and receive a usable verify_token in the response.","435","TC_L05_LoginRequiresNoCookieButReturnsSession","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:47 UTC 2026","passed","Mon May 25 14:56:48 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L05_LoginRequiresNoCookieButReturnsSession"
"Attempts to delete a product id that exists in the catalogue but is not in the test user's cart. Server must detect the missing cart line and return error_code != 0.","501","TC_D07_ProductNotInCart","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:54 UTC 2026","passed","Mon May 25 14:57:55 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D07_ProductNotInCart"
"Sends a valid session but with a tampered form_key (CSRF token). If the server accepts the delete despite an invalid CSRF token, the SEC-001 gap applies to delete operations as well. Must not 5xx; logs the finding for security review.","397","TC_D12_InvalidCsrfToken","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:59 UTC 2026","passed","Mon May 25 14:58:00 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D12_InvalidCsrfToken"
"Full cross-endpoint user journey:
  Step 1 — GET /search for 'SON MOI': retrieve product list, pick first id.
  Step 2 — POST /add-to-cart with the first product id (qty=1).
  Step 3 — POST /update-product to change qty to 2.
Asserts each step succeeds independently and the final update returns a non-empty alert_message. Validates the add→update dependency chain.","1615","TC_U14_E2E_SearchAddThenUpdate","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:37 UTC 2026","failed","Mon May 25 14:57:39 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U14_E2E_SearchAddThenUpdate"
"Full user journey through three endpoints:
  Step 1 — GET /filters for 'SON MOI': asserts filters are returned.
  Step 2 — GET /search for 'SON MOI': retrieves product list and picks first id.
  Step 3 — POST /add-to-cart with the first search result id.
Validates the complete upstream dependency chain — a search-result product id must be valid and addable to cart without any intermediate manual step.","1423","TC_C09_E2E_FilterSearchAddToCart","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:16 UTC 2026","passed","Mon May 25 14:57:18 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C09_E2E_FilterSearchAddToCart"
"Happy path: correct username + password must return error_code=0, a non-empty verify_token, and persist the token to TokenGlobal for downstream tests.","1298","TC_L01_LoginWithValidCredentials","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:43 UTC 2026","failed","Mon May 25 14:56:44 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L01_LoginWithValidCredentials"
"Parameterised positive test: each row in SearchData.json supplies a keyword, pagination params, and an expectedMin product count. Asserts error_code=0, products_total >= expectedMin, and list size <= requested size. Covers diverse keyword types (brand names, categories, short strings) in bulk.","467","TC_S20_DataDriven_ValidKeywords","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:59 UTC 2026","passed","Mon May 25 14:57:00 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S20_DataDriven_ValidKeywords"
"Delete is triggered from the cart page when the user removes an item. Slow responses here block the cart re-render and degrade the checkout UX. Must complete within 3000ms.","1125","TC_D14_DeleteItemResponseTime","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:58:01 UTC 2026","passed","Mon May 25 14:58:02 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D14_DeleteItemResponseTime"
"Iterates every filter item and checks all five mandatory fields are present and that 'values' is an array type. Catches field removal or structural regressions at the filter-item level.","46","TC_F02_VerifyFilterItemStructure","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:05 UTC 2026","passed","Mon May 25 14:57:05 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F02_VerifyFilterItemStructure"
"Smoke test: a known valid keyword must produce error_code=0 and a non-empty data.filter list. Fails fast if the filter endpoint is down or returning an empty response for all inputs.","425","TC_F01_GetFiltersWithValidKeyword","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:05 UTC 2026","passed","Mon May 25 14:57:05 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F01_GetFiltersWithValidKeyword"
"product_id=0 is a zero-boundary value with no valid product meaning. Server must handle it without crashing. Any non-5xx response is acceptable.","488","TC_D08_ProductIdZero","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:55 UTC 2026","passed","Mon May 25 14:57:55 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D08_ProductIdZero"
"Quantity zero has no business meaning in a cart. The server should either reject the request outright (4xx) or return HTTP 200 with error_code != 0.","474","TC_C06_QuantityZero","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:15 UTC 2026","failed","Mon May 25 14:57:16 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C06_QuantityZero"
"Validates the full response JSON structure against LoginSchema.json. Catches breaking contract changes (renamed fields, type changes, removed keys) that business-logic assertions alone would miss.","796","TC_L07_LoginResponseSchema","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:51 UTC 2026","passed","Mon May 25 14:56:52 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L07_LoginResponseSchema"
"Verifies both platform values are accepted. Web and mobile may return different filter sets (e.g. mobile hides advanced filters), but both must return HTTP 200 with a non-null filter list.","474","TC_F06_WebAndMobilePlatformBothSucceed","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:05 UTC 2026","passed","Mon May 25 14:57:06 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F06_WebAndMobilePlatformBothSucceed"
"Parameterised positive test: each row in FilterData.json supplies a keyword and platform value. Asserts error_code=0, non-empty filter list, and all items have key, name, and values fields. Covers category keywords, brand keywords, and both platform types in bulk.","381","TC_F20_DataDriven_ValidFilters","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:09 UTC 2026","passed","Mon May 25 14:57:09 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F20_DataDriven_ValidFilters"
"When the same product is added a second time, the server may either merge the quantity (products_total stays the same) or treat it as a second line item (products_total increments). Either behaviour is acceptable, but products_total must never decrease — that would indicate a cart state corruption bug.","973","TC_C03_AddSameProductTwiceCartTotalNonDecreasing","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:13 UTC 2026","passed","Mon May 25 14:57:14 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C03_AddSameProductTwiceCartTotalNonDecreasing"
"Validates the full filter response JSON against FilterSchema.json. Covers nested structure validation (filter items + values arrays) including field types and required/optional constraints.","49","TC_F12_FilterResponseSchema","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:08 UTC 2026","passed","Mon May 25 14:57:08 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F12_FilterResponseSchema"
"Verifies that decreasing quantity (2 → 1) is accepted. Some APIs reject decreases — this test guards against that regression.","1697","TC_U02_DecreaseQuantity","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:24 UTC 2026","passed","Mon May 25 14:57:26 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U02_DecreaseQuantity"
"Sends an unrecognised platform value ('desktop'). The server must reject it with a client error or fall back gracefully — never with a 5xx that would indicate an unhandled exception.","429","TC_F09_InvalidPlatformNoServerError","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:07 UTC 2026","passed","Mon May 25 14:57:07 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F09_InvalidPlatformNoServerError"
